문헌번호,문헌종류,문헌종류(표기안),권리상태,발명의 명칭,오류 합계,원본오류 코드,원본오류 내용,표시오류 종수,표시오류 코드,표시오류 내용(문헌별 값),도면 보류(오류 아님)
KR 10-2652261 B1,B1,등록특허공보,등록공고,유기발광소자를 이용한 조명장치,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3333925 A1 / EP 03333925 A1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 28772자 = 전문 25720 + 하위섹션 3360) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 9개 ↔ 청구범위 목록 10개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2018-0065366)와 표시 일자(2024-03-27) 계열 불일치 · 문헌일 2018-06-18 / [D10] 패밀리 목록 5행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 17개 뭉침
KR 10-2663653 B1,B1,등록특허공보,등록공고,비동기 파이프라인의 스테이지의 연산 속도 제어,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3488340 A2 / EP 03488340 A2),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 25884자 = 전문 24805 + 하위섹션 1327) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 16개 ↔ 청구범위 목록 18개(삭제 2) 불일치 / [D8] 독립항 목록 5개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2021-0074411)와 표시 일자(2024-05-10) 계열 불일치 · 문헌일 2021-06-21 / [D10] 패밀리 목록 14행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2664599 B1,B1,등록특허공보,등록공고,"용사 피막, 용사용 분말, 용사용 분말의 제조 방법, 및 용사 피막의 제조 방법",11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 6436270 B1 / JP 06436270 B1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 31930자 = 전문 25414 + 하위섹션 7093) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 3개 ↔ 청구범위 목록 10개(삭제 7) 불일치 / [D8] 독립항 목록 8개 중 7개가 본문 '삭제' / [D4] 공개번호(10-2023-0076868)와 표시 일자(2024-05-14) 계열 불일치 · 문헌일 2023-05-31 / [D10] 패밀리 목록 11행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유)
KR 10-2665043 B1,B1,등록특허공보,등록공고,"가열 요소를 세정하도록 구성된 세정 도구, 세정 도구를 포함하는 시스템 및 세정 도구에 의해 가열 요소를 세",11,E13,[E13] 패밀리 동일 문헌 2쌍 중복 적재 (EP 3823476 A1 / EP 03823476 A1 / JP 7179879 B2 / JP 07179879 B2),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 13042자 = 전문 7853 + 하위섹션 5253) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 13개 ↔ 청구범위 목록 15개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2024-0017114)와 표시 일자(2024-05-13) 계열 불일치 · 문헌일 2024-02-06 / [D10] 패밀리 목록 11행 중 2행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 3개 뭉침
KR 10-2665729 B1,B1,등록특허공보,등록공고,광학 피더 링크들을 사용하는 광대역 위성 통신 시스템,11,E13,[E13] 패밀리 동일 문헌 3쌍 중복 적재 (EP 3398266 A1 / EP 03398266 A1 / JP 7277634 B2 / EP 3937397 A1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 56777자 = 전문 54460 + 하위섹션 3218) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 13개 ↔ 청구범위 목록 23개(삭제 10) 불일치 / [D8] 독립항 목록 12개 중 10개가 본문 '삭제' / [D4] 공개번호(10-2022-0041235)와 표시 일자(2024-05-14) 계열 불일치 · 문헌일 2022-03-31 / [D10] 패밀리 목록 68행 중 3행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 30개 뭉침
KR 10-2665867 B1,B1,등록특허공보,등록공고,"소모성 진탕 장치를 포함하는, 전기화학발광을 이용하여 검정법을 수행하기 위한 고처리율 시스템",11,E13,[E13] 패밀리 동일 문헌 2쌍 중복 적재 (JP 6791874 B2 / EP 3991848 A2 / EP 03991848 A2 / JP 06791874 B2),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 48931자 = 전문 45648 + 하위섹션 3719) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 25개 ↔ 청구범위 목록 26개(삭제 1) 불일치 / [D8] 독립항 목록 6개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2022-0018612)와 표시 일자(2024-05-10) 계열 불일치 · 문헌일 2022-02-15 / [D10] 패밀리 목록 24행 중 2행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 32개 뭉침
KR 10-2666354 B1,B1,등록특허공보,등록공고,다수 개의 통신 방식의 공존을 관리하기 위한 전자 장치 및 그의 동작 방법,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3823177 A1 / EP 03823177 A1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 60180자 = 전문 57611 + 하위섹션 2950) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 18개 ↔ 청구범위 목록 20개(삭제 2) 불일치 / [D8] 독립항 목록 5개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2021-0058077)와 표시 일자(2024-05-20) 계열 불일치 · 문헌일 2021-05-24 / [D10] 패밀리 목록 8행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 11개 뭉침
KR 10-2667030 B1,B1,등록특허공보,등록공고,타임피스들을 위한 타임피스 컴포넌트들을 제조하는 방법,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3913444 A1 / EP 03913444 A1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 9553자 = 전문 7212 + 하위섹션 2639) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 11개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2021-0142552)와 표시 일자(2024-05-17) 계열 불일치 · 문헌일 2021-11-25 / [D10] 패밀리 목록 9행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 6개 뭉침
KR 10-2689388 B1,B1,등록특허공보,등록공고,"화학적 분해가 가능한 에폭시 화합물, 이의 제조방법, 이를 포함하는 에폭시 복합재료 및 이의 분해방법",11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 4464696 A1 / EP 04464696 A1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 32452자 = 전문 22765 + 하위섹션 10136) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 16개 ↔ 청구범위 목록 26개(삭제 10) 불일치 / [D8] 독립항 목록 12개 중 10개가 본문 '삭제' / [D4] 공개번호(10-2023-0108965)와 표시 일자(2024-07-30) 계열 불일치 · 문헌일 2023-07-19 / [D10] 패밀리 목록 5행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2689531 B1,B1,등록특허공보,등록공고,플라즈마 처리 장치의 챔버 본체의 내부의 클리닝을 포함하는 플라즈마 처리 방법,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 6832171 B2 / JP 06832171 B2),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 44386자 = 전문 40444 + 하위섹션 4261) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 18개 ↔ 청구범위 목록 20개(삭제 2) 불일치 / [D8] 독립항 목록 4개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2023-0030612)와 표시 일자(2024-07-29) 계열 불일치 · 문헌일 2023-03-06 / [D10] 패밀리 목록 11행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 20개 뭉침
KR 10-2689912 B1,B1,등록특허공보,등록공고,아크 경로 형성부 및 이를 포함하는 직류 릴레이,11,E13,[E13] 패밀리 동일 문헌 2쌍 중복 적재 (JP 7402316 B2 / EP 4024430 A1 / EP 04024430 A1 / JP 07402316 B2),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 75238자 = 전문 67430 + 하위섹션 9217) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 11개 ↔ 청구범위 목록 15개(삭제 4) 불일치 / [D8] 독립항 목록 6개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2021-0025959)와 표시 일자(2024-07-31) 계열 불일치 · 문헌일 2021-03-10 / [D10] 패밀리 목록 8행 중 2행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 44개 뭉침
KR 10-2690318 B1,B1,등록특허공보,등록공고,전동식 독립 조향장치,11,E4,[E4] claim_count(2) ≠ 삭제 제외 실질 항 수(6) · claims 7 · 삭제 1,10,D1 D3 D7 D2 D5 D6 D12 D8 D8c D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 18444자 = 전문 15571 + 하위섹션 3094) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 2개 ↔ 청구범위 목록 7개(삭제 1) 불일치 / [D8] 독립항 목록 7개 중 1개가 본문 '삭제' / [D8c] 종속항 0 · 삭제항 1 → 독립/전체 토글 결과 동일(7개) / [D4] 공개번호(10-2023-0172268)와 표시 일자(2024-07-31) 계열 불일치 · 문헌일 2023-12-22,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 26개 뭉침
KR 10-2690742 B1,B1,등록특허공보,등록공고,표시 장치 및 이의 구동 방법,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3779946 A1 / EP 03779946 A1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 29262자 = 전문 24397 + 하위섹션 5237) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 20개 ↔ 청구범위 목록 21개(삭제 1) 불일치 / [D8] 독립항 목록 7개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2021-0021235)와 표시 일자(2024-08-02) 계열 불일치 · 문헌일 2021-02-25 / [D10] 패밀리 목록 9행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 21개 뭉침
KR 10-2691397 B1,B1,등록특허공보,등록공고,표시 장치,11,E13,[E13] 패밀리 동일 문헌 2쌍 중복 적재 (JP 6225284 B2 / JP 7237213 B2 / JP 06225284 B2 / JP 07237213 B2),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 111738자 = 전문 107148 + 하위섹션 6684) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 7개 ↔ 청구범위 목록 8개(삭제 1) 불일치 / [D8] 독립항 목록 5개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2023-0175323)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2023-12-29 / [D10] 패밀리 목록 52행 중 2행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 39개 뭉침
KR 10-2691447 B1,B1,등록특허공보,등록공고,재생 폴리올레핀 재료로부터 공압출 가교된 다층 폴리올레핀 발포체 구조물 및 그의 제조 방법,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 7198297 B2 / JP 07198297 B2),10,D1 D3 D7 D2 D5 D6 D12 D8 D4b D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 58955자 = 전문 58077 + 하위섹션 1821) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 42개 ↔ 청구범위 목록 46개(삭제 4) 불일치 / [D8] 독립항 목록 8개 중 4개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-08-05)만 표시 / [D10] 패밀리 목록 22행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 16개 뭉침
KR 10-2692564 B1,B1,등록특허공보,등록공고,다층 박막 구조물 및 이를 이용한 위상 변환 소자,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3627195 A1 / EP 03627195 A1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 20464자 = 전문 16898 + 하위섹션 3723) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 22개 ↔ 청구범위 목록 24개(삭제 2) 불일치 / [D8] 독립항 목록 4개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2020-0034500)와 표시 일자(2024-08-06) 계열 불일치 · 문헌일 2020-03-31 / [D10] 패밀리 목록 7행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 33개 뭉침
KR 10-2702017 B1,B1,등록특허공보,등록공고,포토마스크의 제조 방법,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 7489821 B2 / JP 07489821 B2),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 30831자 = 전문 27509 + 하위섹션 3928) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 12개(삭제 2) 불일치 / [D8] 독립항 목록 4개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2023-0160757)와 표시 일자(2024-09-04) 계열 불일치 · 문헌일 2023-11-24 / [D10] 패밀리 목록 13행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 12개 뭉침
KR 10-2702813 B1,B1,등록특허공보,등록공고,머신 학습 모델 기반 비디오 압축,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 7451591 B2 / JP 07451591 B2),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 22215자 = 전문 21074 + 하위섹션 1352) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 12개 ↔ 청구범위 목록 20개(삭제 8) 불일치 / [D8] 독립항 목록 10개 중 8개가 본문 '삭제' / [D4] 공개번호(10-2022-0139800)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2022-10-17 / [D10] 패밀리 목록 12행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 6개 뭉침
KR 10-2702978 B1,B1,등록특허공보,등록공고,에어로졸 생성 장치,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 4164438 A1 / EP 04164438 A1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 39465자 = 전문 37047 + 하위섹션 2850) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 13개 ↔ 청구범위 목록 15개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2023-0031710)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2023-03-07 / [D10] 패밀리 목록 6행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 20개 뭉침
KR 10-2703722 B1,B1,등록특허공보,등록공고,지문 인식 겸용 터치 센서 및 이를 포함하는 전자 장치,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3686718 A1 / EP 03686718 A1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 38459자 = 전문 32813 + 하위섹션 5868) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 21개 ↔ 청구범위 목록 25개(삭제 4) 불일치 / [D8] 독립항 목록 7개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2020-0093323)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2020-08-05 / [D10] 패밀리 목록 8행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 21개 뭉침
KR 10-2703848 B1,B1,등록특허공보,등록공고,반도체 디바이스를 접합하기 위한 가요성 소결 도구,11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 4086944 A3 / EP 04086944 A3),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 18810자 = 전문 14679 + 하위섹션 4204) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 17개 ↔ 청구범위 목록 20개(삭제 3) 불일치 / [D8] 독립항 목록 6개 중 3개가 본문 '삭제' / [D4] 공개번호(10-2022-0150827)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2022-11-11 / [D10] 패밀리 목록 5행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 14개 뭉침
KR 10-2704819 B1,B1,등록특허공보,등록공고,"렌즈 조립체의 위치에 따라 보정된 신호를 이용하여 조리개를 제어하는 카메라 모듈과, 이를 포함하는 전자 장치",11,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3777126 B1 / EP 03777126 B1),10,D1 D3 D7 D2 D5 D6 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 57308자 = 전문 55269 + 하위섹션 2430) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 17개 ↔ 청구범위 목록 20개(삭제 3) 불일치 / [D8] 독립항 목록 5개 중 3개가 본문 '삭제' / [D4] 공개번호(10-2019-0138344)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2019-12-13 / [D10] 패밀리 목록 7행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 22개 뭉침
