문헌번호,문헌종류,문헌종류(표기안),권리상태,발명의 명칭,오류 합계,원본오류 코드,원본오류 내용,표시오류 종수,표시오류 코드,표시오류 내용(문헌별 값),도면 보류(오류 아님)
KR 10-2720048 B1,B1,등록특허공보,등록공고,합성 시야를 활용하는 웨어러블 디스플레이 디바이스,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 19511자 = 전문 17202 + 하위섹션 2587) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2023-0164224)와 표시 일자(2024-10-18) 계열 불일치 · 문헌일 2023-12-01,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 14개 뭉침
KR 10-2720410 B1,B1,등록특허공보,등록공고,광학 적층체 및 그 제조 방법,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 32581자 = 전문 28936 + 하위섹션 4128) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2019-0141594)와 표시 일자(2024-10-21) 계열 불일치 · 문헌일 2019-12-24,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 12개 뭉침
KR 10-2729260 B1,B1,등록특허공보,등록공고,사이드링크 HARQ 피드백 정보를 전송하는 방법 및 장치,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 68071자 = 전문 65569 + 하위섹션 3243) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2023-0107171)와 표시 일자(2024-11-15) 계열 불일치 · 문헌일 2023-07-14,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 17개 뭉침
KR 10-2729321 B1,B1,등록특허공보,등록공고,화소 및 스테이지 회로와 이를 가지는 유기전계발광 표시장치,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 28966자 = 전문 24907 + 하위섹션 4441) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2023-0115277)와 표시 일자(2024-11-14) 계열 불일치 · 문헌일 2023-08-02,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 11개 뭉침
KR 10-2729649 B1,B1,등록특허공보,등록공고,기계학습 기반 선박 사이버보안 이상징후 탐지 방법,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 8530자 = 전문 6358 + 하위섹션 2217) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-14)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 3개 뭉침
KR 10-2729870 B1,B1,등록특허공보,등록공고,배터리 자동 충전이 가능한 이동식 시트 제어 장치,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 15964자 = 전문 12284 + 하위섹션 3908) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2021-0076313)와 표시 일자(2024-11-14) 계열 불일치 · 문헌일 2021-06-24,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 22개 뭉침
KR 10-2730021 B1,B1,등록특허공보,등록공고,키네틱 조형물 장치,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 11880자 = 전문 10873 + 하위섹션 1185) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2023-0106001)와 표시 일자(2024-11-14) 계열 불일치 · 문헌일 2023-07-12,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 13개 뭉침
KR 10-2730097 B1,B1,등록특허공보,등록공고,후면 영상정보 생성 장치 및 방법,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 34260자 = 전문 27836 + 하위섹션 6919) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2023-0145981)와 표시 일자(2024-11-15) 계열 불일치 · 문헌일 2023-10-18,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 13개 뭉침
KR 10-2730237 B1,B1,등록특허공보,등록공고,시공 중인 콘크리트 슬래브의 시공품질 측정장치,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 15790자 = 전문 12212 + 하위섹션 3812) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2024-0052391)와 표시 일자(2024-11-15) 계열 불일치 · 문헌일 2024-04-23,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2730348 B1,B1,등록특허공보,등록공고,전고체전지 제조장치,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 16323자 = 전문 13947 + 하위섹션 2584) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2024-0078859)와 표시 일자(2024-11-15) 계열 불일치 · 문헌일 2024-06-04,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2730360 B1,B1,등록특허공보,등록공고,국가별 교류점수를 기반으로 주거 및 관광 서비스를 제공하는 장치 및 방법,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 24499자 = 전문 21137 + 하위섹션 3636) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2023-0000073)와 표시 일자(2024-11-14) 계열 불일치 · 문헌일 2023-01-02,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 5개 뭉침
KR 10-2730501 B1,B1,등록특허공보,등록공고,반도체장치,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 26972자 = 전문 25314 + 하위섹션 2025) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2018-0082929)와 표시 일자(2024-11-14) 계열 불일치 · 문헌일 2018-07-19,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 22개 뭉침
KR 10-2730542 B1,B1,등록특허공보,등록공고,차량의 하이브리드 파워트레인,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 14893자 = 전문 11666 + 하위섹션 3501) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2021-0116724)와 표시 일자(2024-11-15) 계열 불일치 · 문헌일 2021-09-28,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 17개 뭉침
KR 10-2730678 B1,B1,등록특허공보,등록공고,영상정보를 활용한 분만사 자돈 압사 조기 탐지 시스템 및 방법,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 24474자 = 전문 19906 + 하위섹션 4961) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-18)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 12개 뭉침
KR 10-2730682 B1,B1,등록특허공보,등록공고,용액수조용 편광필름롤축 기밀장치,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 8173자 = 전문 5738 + 하위섹션 2543) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-15)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 3개 뭉침
KR 10-2730719 B1,B1,등록특허공보,등록공고,완충부재를 이용한 건축판넬,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 12746자 = 전문 9320 + 하위섹션 3726) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-15)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2730848 B1,B1,등록특허공보,등록공고,레이저 가공 장치 및 레이저 가공 장치의 오차 보정 방법,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 17660자 = 전문 14695 + 하위섹션 3201) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2020-0091994)와 표시 일자(2024-11-15) 계열 불일치 · 문헌일 2020-08-03,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2731269 B1,B1,등록특허공보,등록공고,자가진동칩이 포함된 접지신발,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 20533자 = 전문 15657 + 하위섹션 5223) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-18)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2731310 B1,B1,등록특허공보,등록공고,"이상 탐지를 위한 신경망을 이용하여 분류를 위한 신경망의 분류 결과를 보정하는 방법, 장치 및 명령어들을 저",7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 40281자 = 전문 34739 + 하위섹션 5866) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-19)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2731329 B1,B1,등록특허공보,등록공고,유닛 체어용 용수 공급 장치,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 21056자 = 전문 18266 + 하위섹션 2982) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-18)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 10-2731332 B1,B1,등록특허공보,등록공고,공기 청정기 및 이의 제어 방법,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 33071자 = 전문 28072 + 하위섹션 5298) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2021-0046212)와 표시 일자(2024-11-19) 계열 불일치 · 문헌일 2021-04-28,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 12개 뭉침
KR 10-2731396 B1,B1,등록특허공보,등록공고,언어 이해 알고리즘 학습 시스템 및 방법,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 18318자 = 전문 15255 + 하위섹션 3410) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2023-0030821)와 표시 일자(2024-11-18) 계열 불일치 · 문헌일 2023-03-07,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2731487 B1,B1,등록특허공보,등록공고,내연 기관 시스템,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 15671자 = 전문 11074 + 하위섹션 4929) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2021-0113579)와 표시 일자(2024-11-15) 계열 불일치 · 문헌일 2021-09-16,[F1] drawing_count 0 (도면의 설명 1원소 보유)
KR 10-2731499 B1,B1,등록특허공보,등록공고,영상의 부호화/복호화 방법 및 이를 이용하는 장치,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 22670자 = 전문 19843 + 하위섹션 3210) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2024-0010512)와 표시 일자(2024-11-18) 계열 불일치 · 문헌일 2024-01-23,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 6개 뭉침
KR 10-2731773 B1,B1,등록특허공보,등록공고,조끼가 구비된 다용도 수납벨트,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 10341자 = 전문 8065 + 하위섹션 2403) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-19)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 10-2731774 B1,B1,등록특허공보,등록공고,안전성이 개선된 다용도 수납벨트,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 10718자 = 전문 8255 + 하위섹션 2590) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-19)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 10-2731891 B1,B1,등록특허공보,등록공고,"비디오 인코딩 방법, 이를 수행하는 비디오 인코더 및 이를 포함하는 전자 시스템",7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 32694자 = 전문 29531 + 하위섹션 3401) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2018-0076591)와 표시 일자(2024-11-19) 계열 불일치 · 문헌일 2018-07-06,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 25개 뭉침
KR 10-2731928 B1,B1,등록특허공보,등록공고,초음파 영상을 이용하여 경동맥 압축성을 결정하는 방법 및 분석장치,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 15052자 = 전문 13755 + 하위섹션 1569) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-18)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 6개 뭉침
KR 10-2731983 B1,B1,등록특허공보,등록공고,"샤워헤드, 그를 포함하는 반도체 소자의 제조 장치, 및 반도체 소자의 제조 방법",7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 16250자 = 전문 14281 + 하위섹션 2095) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2020-0120860)와 표시 일자(2024-11-21) 계열 불일치 · 문헌일 2020-10-22,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 24개 뭉침
KR 10-2731984 B1,B1,등록특허공보,등록공고,툴 자동 교체장치,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 18943자 = 전문 15367 + 하위섹션 3801) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2024-0039952)와 표시 일자(2024-11-19) 계열 불일치 · 문헌일 2024-03-27,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 19개 뭉침
KR 10-2732086 B1,B1,등록특허공보,등록공고,블레이드 팁 이젝터를 갖는 터빈 블레이드,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 14153자 = 전문 12980 + 하위섹션 1386) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2023-0013603)와 표시 일자(2024-11-18) 계열 불일치 · 문헌일 2023-01-26,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2732100 B1,B1,등록특허공보,등록공고,영상 내 포함된 반사상을 수평 윈도우 트랜스포머 기반의 기계 학습 모델을 이용하여 제거하는 방법 및 장치,7,,,7,D1 D3 D7 D2 D5 D6 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 28819자 = 전문 24571 + 하위섹션 4641) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-11-19)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 10개 뭉침
KR 10-2732229 B1,B1,등록특허공보,등록공고,"천연물 유래의 화합물을 유효성분으로 포함하는 암의 개선, 예방, 또는 치료용 조성물",7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 65049자 = 전문 69958 + 하위섹션 4535) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2024-0013528)와 표시 일자(2024-11-25) 계열 불일치 · 문헌일 2024-01-30,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 5개 뭉침
KR 10-2732230 B1,B1,등록특허공보,등록공고,다공성 실리콘 물질 및 전도성 중합체 결합제 전극,7,,,7,D1 D3 D7 D2 D5 D6 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 19419자 = 전문 15809 + 하위섹션 3772) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D4] 공개번호(10-2023-0090374)와 표시 일자(2024-11-19) 계열 불일치 · 문헌일 2023-06-21,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
